bfa_env,s,s_se,cluster,n_bcs,source
YPD,-0.021323549556653,0.008673808359316599,4,8,FLC4_2N
pH3_8,-0.02369365396655375,0.008346876665007701,4,8,FLC4_2N
X21C,-0.022264585687917875,0.006771503079727874,4,8,FLC4_2N
X37C,-0.030816136014411757,0.007860112015375826,4,8,FLC4_2N
pH7_3,-0.06280343537341901,0.011111290155992338,4,8,FLC4_2N
GlyEtOH,-0.03391587380313325,0.012022941697118638,4,8,FLC4_2N
X02M_NaCl,-0.028470684034411,0.008172407260781025,4,8,FLC4_2N
SC,-0.01829094267499837,0.0067192248822136,5,5,FLC4_2N
YPD,-0.042354444367667,0.015861567556905248,5,5,FLC4_2N
pH3_8,-0.0081321343866374,0.007799319695166063,5,5,FLC4_2N
X21C,-0.029070278728024014,0.007046165863035237,5,5,FLC4_2N
X37C,-0.022816821551607625,0.008512275396617138,5,5,FLC4_2N
pH7_3,0.004037929474731738,0.007128957268661812,5,5,FLC4_2N
GlyEtOH,-0.016190363796389003,0.012758751121864377,5,5,FLC4_2N
X02M_NaCl,-0.015245007189037502,0.0071792048755586375,5,5,FLC4_2N
SC,0.009525065347188076,0.0047896996692666,6,7,FLC4_2N
YPD,-0.007843156312797783,0.0065302656476493,6,7,FLC4_2N
pH3_8,0.003078153863130288,0.006579524951479999,6,7,FLC4_2N
X21C,0.005830598201041339,0.005235714016934914,6,7,FLC4_2N
X37C,0.0015282661222949497,0.006381226418112575,6,7,FLC4_2N
pH7_3,-0.03808761573860725,0.009373032960331876,6,7,FLC4_2N
GlyEtOH,-0.0014971785801836742,0.011157887716518513,6,7,FLC4_2N
X02M_NaCl,0.0057887122742164,0.006227513782879,6,7,FLC4_2N
SC,-0.029069171208021504,0.00504737275070695,7,2,FLC4_2N
YPD,-0.02639464133374287,0.006866118791575813,7,2,FLC4_2N
pH3_8,-0.03471305982290776,0.007340584996375262,7,2,FLC4_2N
X21C,-0.00805350233684354,0.0049104617908516755,7,2,FLC4_2N
X37C,-0.04425931677854099,0.006444627316372523,7,2,FLC4_2N
pH7_3,-0.05664107927574062,0.008641299739478886,7,2,FLC4_2N
GlyEtOH,0.009954478784195465,0.005152189530024138,7,2,FLC4_2N
X02M_NaCl,-0.07913290496206364,0.005554272805221011,7,2,FLC4_2N
SC,0.007425709515926589,0.0044934635949045,1,50,GlyEtOH_2N
YPD,0.004802059055839538,0.006061769972569576,1,50,GlyEtOH_2N
pH3_8,0.005120921604482899,0.006238759115310025,1,50,GlyEtOH_2N
X21C,-0.0013955161094140133,0.005708479404048776,1,50,GlyEtOH_2N
X37C,0.0017151392002262634,0.005724346554463637,1,50,GlyEtOH_2N
pH7_3,-0.0034089760079693615,0.005793157489110687,1,50,GlyEtOH_2N
GlyEtOH,0.05264960982765749,0.005852860289121812,1,50,GlyEtOH_2N
X02M_NaCl,0.01307650643653262,0.005966479206050836,1,50,GlyEtOH_2N
SC,-0.027793611115250267,0.008624660540472737,2,23,GlyEtOH_2N
YPD,-0.025837380090593998,0.011928061817974225,2,23,GlyEtOH_2N
pH3_8,-0.026303609905040378,0.011910113724837527,2,23,GlyEtOH_2N
X21C,-0.033613178349272126,0.010263198571298437,2,23,GlyEtOH_2N
X37C,-0.05006300447817263,0.011660844152113799,2,23,GlyEtOH_2N
pH7_3,-0.057575626877006375,0.01937574587070625,2,23,GlyEtOH_2N
GlyEtOH,0.02951338976907038,0.006906248626711939,2,23,GlyEtOH_2N
X02M_NaCl,-0.04113842651899649,0.009965530353808186,2,23,GlyEtOH_2N
SC,-0.046011889116741145,0.008809115298589788,3,6,GlyEtOH_2N
YPD,-0.08410890517385501,0.016406665597047124,3,6,GlyEtOH_2N
pH3_8,-0.04191459871396649,0.012488802182309649,3,6,GlyEtOH_2N
X21C,-0.052920345446474754,0.010452539263650213,3,6,GlyEtOH_2N
X37C,-0.010633272176404961,0.007794800412663275,3,6,GlyEtOH_2N
pH7_3,-0.0478853095768465,0.012343361845038137,3,6,GlyEtOH_2N
GlyEtOH,0.07254145568925327,0.005502084452168599,3,6,GlyEtOH_2N
X02M_NaCl,-0.024987784384377876,0.010202818990117662,3,6,GlyEtOH_2N
SC,-0.026768910876307374,0.006559595227271325,4,22,GlyEtOH_2N
YPD,-0.03645363763294164,0.009699475392450176,4,22,GlyEtOH_2N
pH3_8,-0.01995723964439324,0.009385291064881299,4,22,GlyEtOH_2N
X21C,-0.018689105452371124,0.006384377679528338,4,22,GlyEtOH_2N
X37C,9.35315122319867e-4,0.006117137504512401,4,22,GlyEtOH_2N
pH7_3,-0.01587687471944013,0.007785213804107751,4,22,GlyEtOH_2N
GlyEtOH,0.02717460703720463,0.005584296933160362,4,22,GlyEtOH_2N
X02M_NaCl,-0.012749822069588001,0.006749485803068525,4,22,GlyEtOH_2N
SC,0.012308848848823788,0.0038439352504138127,5,1,GlyEtOH_2N
YPD,0.007316803574425462,0.005115439214338125,5,1,GlyEtOH_2N
pH3_8,0.008540546513915137,0.0057457465131060875,5,1,GlyEtOH_2N
X21C,0.01272261308075625,0.0037513456511867626,5,1,GlyEtOH_2N
X37C,-0.0011216965692961538,0.005575244481542462,5,1,GlyEtOH_2N
pH7_3,-0.04916454039598975,0.00715141113859635,5,1,GlyEtOH_2N
GlyEtOH,0.065987988052249,0.004633797149877825,5,1,GlyEtOH_2N
X02M_NaCl,0.011494873133268075,0.004749679130273763,5,1,GlyEtOH_2N
SC,-0.007710804961883913,0.005298702131480238,6,1,GlyEtOH_2N
YPD,-0.030139417658052,0.008045635127562713,6,1,GlyEtOH_2N
pH3_8,0.0020035046409791874,0.0066214886296619,6,1,GlyEtOH_2N
X21C,-0.0263644767480935,0.006554797510550525,6,1,GlyEtOH_2N
X37C,-0.040787314101437,0.007102919777660787,6,1,GlyEtOH_2N
pH7_3,-0.046764745294374625,0.011318522485392,6,1,GlyEtOH_2N
GlyEtOH,0.06397564218709012,0.00545717703827995,6,1,GlyEtOH_2N
X02M_NaCl,0.0033237172811202624,0.0064089545450166,6,1,GlyEtOH_2N
SC,0.014423834525187,0.004229002555912937,7,5,GlyEtOH_2N
YPD,0.007312426230676463,0.005348469855120725,7,5,GlyEtOH_2N
pH3_8,0.008798634838875427,0.0058850906110648376,7,5,GlyEtOH_2N
X21C,0.01587010020092563,0.004254547670125851,7,5,GlyEtOH_2N
X37C,0.018432793930387,0.005343391170356189,7,5,GlyEtOH_2N
pH7_3,0.01277445253945338,0.005004445418742587,7,5,GlyEtOH_2N
GlyEtOH,0.027825767468698866,0.005395526829859588,7,5,GlyEtOH_2N
X02M_NaCl,0.021408716138584753,0.004885536385110512,7,5,GlyEtOH_2N
SC,-0.008348802030154513,0.0075413591866089,8,1,GlyEtOH_2N
YPD,-0.011132869019042875,0.00909172045334685,8,1,GlyEtOH_2N
pH3_8,0.0064948961208382,0.0077498931349951625,8,1,GlyEtOH_2N
X21C,-0.01133126329325185,0.005423319376060763,8,1,GlyEtOH_2N
X37C,-0.002281329778346925,0.010529666839585538,8,1,GlyEtOH_2N
pH7_3,0.028566409972552876,0.00624064284930205,8,1,GlyEtOH_2N
GlyEtOH,0.0385371485424005,0.00694781554209265,8,1,GlyEtOH_2N
X02M_NaCl,-0.0113676356710169,0.006379458002874087,8,1,GlyEtOH_2N
SC,0.011556227389229526,0.004571957951798476,9,5,GlyEtOH_2N
YPD,0.008635253180060337,0.005186506918095625,9,5,GlyEtOH_2N
pH3_8,0.004680076114652475,0.006343062800203412,9,5,GlyEtOH_2N
X21C,0.013373562380857747,0.0048610450190103,9,5,GlyEtOH_2N
X37C,-0.00540663911653361,0.005805203872602251,9,5,GlyEtOH_2N
pH7_3,-0.033434303881801,0.006861669069915887,9,5,GlyEtOH_2N
GlyEtOH,0.029997363777165012,0.0054363277500728635,9,5,GlyEtOH_2N
X02M_NaCl,0.021664930921966245,0.005364371512786451,9,5,GlyEtOH_2N
SC,-0.05165322392486739,0.008600908076670362,10,6,GlyEtOH_2N
YPD,-0.09257154201653539,0.01539782649301275,10,6,GlyEtOH_2N
pH3_8,-0.05036027015360863,0.012088051348910353,10,6,GlyEtOH_2N
X21C,-0.0471355353776545,0.0092916266261384,10,6,GlyEtOH_2N
X37C,2.168404344971009e-19,0.028355139903137875,10,6,GlyEtOH_2N
pH7_3,6.164415069424205e-4,0.007200205111080938,10,6,GlyEtOH_2N
GlyEtOH,0.057558725419436,0.007345211257190462,10,6,GlyEtOH_2N
X02M_NaCl,-0.05416717052635675,0.011835222878176198,10,6,GlyEtOH_2N
SC,-0.025686169465496626,0.006685740161411012,11,1,GlyEtOH_2N
YPD,-0.08292951446946288,0.011923436305106562,11,1,GlyEtOH_2N
pH3_8,-0.030298312833558626,0.008781948657860337,11,1,GlyEtOH_2N
X21C,-0.008863587689314376,0.0062390337437749,11,1,GlyEtOH_2N
X37C,-0.11310540460264625,0.028661506659002627,11,1,GlyEtOH_2N
pH7_3,0.004425199005731763,0.005912979628397787,11,1,GlyEtOH_2N
GlyEtOH,0.04564266797560425,0.00686301382776165,11,1,GlyEtOH_2N
X02M_NaCl,-0.05869481004816988,0.011324535788937424,11,1,GlyEtOH_2N
SC,4.1659903266663e-4,0.004470769375910738,12,1,GlyEtOH_2N
YPD,-0.013956944958389126,0.006020717764185437,12,1,GlyEtOH_2N
pH3_8,-0.007118527856903925,0.006200259252064913,12,1,GlyEtOH_2N
X21C,-0.0297764173305375,0.005680670746780225,12,1,GlyEtOH_2N
X37C,-0.03653898345409875,0.0059918191561598,12,1,GlyEtOH_2N
pH7_3,0.010362323130529025,0.0051133159709028,12,1,GlyEtOH_2N
GlyEtOH,0.056548669765665624,0.005300324598922925,12,1,GlyEtOH_2N
X02M_NaCl,-0.005411903456535675,0.005903629174441625,12,1,GlyEtOH_2N
SC,0.013560437000291624,0.0047880438304162875,13,1,GlyEtOH_2N
YPD,0.00455925085679525,0.006449624819417288,13,1,GlyEtOH_2N
pH3_8,0.005810407425965063,0.006372818210241487,13,1,GlyEtOH_2N
X21C,0.007798982673275875,0.005142617525952525,13,1,GlyEtOH_2N
X37C,0.009404624136670574,0.005873257565701625,13,1,GlyEtOH_2N
pH7_3,-0.0018761804090123375,0.006449744002120787,13,1,GlyEtOH_2N
GlyEtOH,0.043903406700679624,0.006160455988841663,13,1,GlyEtOH_2N
X02M_NaCl,-0.0646320946611925,0.01281118527386025,13,1,GlyEtOH_2N
SC,-0.025533809456882876,0.0044794558217469875,14,1,GlyEtOH_2N
YPD,-0.036164392956121,0.005768485626911688,14,1,GlyEtOH_2N
pH3_8,-0.02829492660366425,0.006604685771404625,14,1,GlyEtOH_2N
X21C,-0.024721103285008875,0.004641878442293188,14,1,GlyEtOH_2N
X37C,-0.03211144571440225,0.005806515238896975,14,1,GlyEtOH_2N
pH7_3,-0.04922437593203838,0.0072168922923678625,14,1,GlyEtOH_2N
GlyEtOH,0.07418354515573088,0.004568309669219388,14,1,GlyEtOH_2N
X02M_NaCl,-0.0156838227367425,0.0053860850161099,14,1,GlyEtOH_2N
SC,-0.02958392224822375,0.004957271870650388,15,1,GlyEtOH_2N
YPD,-0.043120895241011876,0.0067890257945373,15,1,GlyEtOH_2N
pH3_8,-0.039139285534554875,0.007635854945040613,15,1,GlyEtOH_2N
X21C,-0.036264450410679376,0.005890508192051775,15,1,GlyEtOH_2N
X37C,-0.079466127811616,0.00771448367056485,15,1,GlyEtOH_2N
pH7_3,-0.020271982394428126,0.006429620335312663,15,1,GlyEtOH_2N
GlyEtOH,0.07717921456196625,0.004645647038841688,15,1,GlyEtOH_2N
X02M_NaCl,-0.03309331664251437,0.0071273165694551,15,1,GlyEtOH_2N
SC,-0.012203876850656057,0.004297312213049537,1,2,none
YPD,-0.02311498971707575,0.005478978083835974,1,2,none
pH3_8,-0.012719671076617884,0.0062591192206127005,1,2,none
X21C,-0.010994064486890763,0.004614312949350212,1,2,none
X37C,0.001509543354090302,0.0051022575376085755,1,2,none
pH7_3,-0.021320023684637267,0.005738629845952625,1,2,none
GlyEtOH,0.07365815456956375,0.004602734030878449,1,2,none
X02M_NaCl,-0.006208960649619143,0.005261891942479576,1,2,none
SC,0.009696809959415837,0.0034538702205046375,2,1,none
YPD,0.006750700928824163,0.0048988088072231374,2,1,none
pH3_8,0.01211609334564025,0.005384466961036612,2,1,none
X21C,0.008242086178362374,0.0034716389856794126,2,1,none
X37C,0.004325304845104813,0.004893777519137462,2,1,none
pH7_3,-0.007414179840745362,0.004491961643350788,2,1,none
GlyEtOH,0.04900920084234212,0.004646081275988125,2,1,none
X02M_NaCl,0.00824588244918025,0.00451296212423925,2,1,none
SC,-0.02108068562662274,0.011054892881075425,1,23,pH3_8_2N
YPD,-2.532758209097643e-4,0.009869109945217886,1,23,pH3_8_2N
pH3_8,0.008718273483950987,0.010387850232710624,1,23,pH3_8_2N
X21C,5.842938201461399e-4,0.009361797001595161,1,23,pH3_8_2N
X37C,0.023086303779879372,0.010063912384001387,1,23,pH3_8_2N
pH7_3,0.012340781048914473,0.010702214722369149,1,23,pH3_8_2N
GlyEtOH,-0.004686616988373586,0.011349070342612238,1,23,pH3_8_2N
X02M_NaCl,0.019696754193316752,0.007739717071220625,1,23,pH3_8_2N
SC,-0.033239859452253884,0.010708204687932,2,4,pH3_8_2N
YPD,-0.045054675972753255,0.01545723139008075,2,4,pH3_8_2N
pH3_8,-0.03932962964255425,0.014457786481608002,2,4,pH3_8_2N
X21C,-0.017892237144032125,0.009362601791080175,2,4,pH3_8_2N
X37C,-0.07722736549244226,0.017381320769578625,2,4,pH3_8_2N
pH7_3,-0.020011956313941502,0.011780650351200777,2,4,pH3_8_2N
GlyEtOH,-0.05524482663956613,0.030305103031064755,2,4,pH3_8_2N
X02M_NaCl,-0.03631387992094999,0.013207520526417375,2,4,pH3_8_2N
SC,0.0269455623033615,0.003679201069403175,3,1,pH3_8_2N
YPD,0.003219999369592475,0.005394458016390675,3,1,pH3_8_2N
pH3_8,0.03905193678243875,0.005457521857418587,3,1,pH3_8_2N
X21C,0.006885561122567238,0.004445104110792,3,1,pH3_8_2N
X37C,0.033959650859732377,0.004978098627403463,3,1,pH3_8_2N
pH7_3,0.015901483930389124,0.00462448488845415,3,1,pH3_8_2N
GlyEtOH,0.03129562870713363,0.006257705402804263,3,1,pH3_8_2N
X02M_NaCl,0.034910913325287375,0.004974347636643663,3,1,pH3_8_2N
SC,-0.12247915185858299,0.022407779653097624,4,2,pH3_8_2N
YPD,-0.03266942690152463,0.03713616130020413,4,2,pH3_8_2N
pH3_8,-0.08276050958044998,0.03136383161485363,4,2,pH3_8_2N
X21C,-0.054456588271259,0.034391276710636,4,2,pH3_8_2N
X37C,-0.10075745090459298,0.026686428461829875,4,2,pH3_8_2N
pH7_3,-0.11182665418232625,0.024269138816867503,4,2,pH3_8_2N
GlyEtOH,-0.04550654736892887,0.041734058788795624,4,2,pH3_8_2N
X02M_NaCl,-0.023465474740440122,0.03219542571159813,4,2,pH3_8_2N
SC,-0.0011328510628298976,0.005724378866520837,5,1,pH3_8_2N
YPD,-0.021553652119258877,0.008462882472100263,5,1,pH3_8_2N
pH3_8,-0.00648998630993595,0.007196707186510125,5,1,pH3_8_2N
X21C,-0.006104991534077562,0.006272525755057863,5,1,pH3_8_2N
X37C,-0.0268029651455765,0.00761558617302055,5,1,pH3_8_2N
pH7_3,-0.004537896115172762,0.0071356762879597625,5,1,pH3_8_2N
GlyEtOH,0.004950450327323975,0.009004189167371538,5,1,pH3_8_2N
X02M_NaCl,0.018089814397735875,0.0059035869578437875,5,1,pH3_8_2N
SC,0.0179880793060605,0.004423604190590062,6,1,pH3_8_2N
YPD,0.0020600775222374625,0.006595766839948725,6,1,pH3_8_2N
pH3_8,0.023123772848412,0.0059795505891772375,6,1,pH3_8_2N
X21C,0.0015314735880270125,0.005335225258332313,6,1,pH3_8_2N
X37C,0.0011713830381197676,0.005960389256757975,6,1,pH3_8_2N
pH7_3,0.035930663981841,0.005080755533972662,6,1,pH3_8_2N
GlyEtOH,0.01882273848085175,0.006925174333359112,6,1,pH3_8_2N
X02M_NaCl,0.019384253759475625,0.005667820015294225,6,1,pH3_8_2N
SC,0.025697595587191,0.00385359475996305,7,1,pH3_8_2N
YPD,-0.009300097666205775,0.005820004502053737,7,1,pH3_8_2N
pH3_8,0.02116847694778375,0.005689688429939913,7,1,pH3_8_2N
X21C,0.023434966841364126,0.0043881954678514,7,1,pH3_8_2N
X37C,0.003783554185032975,0.005296040327783525,7,1,pH3_8_2N
pH7_3,0.011931977915197787,0.0054674888270864,7,1,pH3_8_2N
GlyEtOH,0.03383038000287025,0.005564318174843025,7,1,pH3_8_2N
X02M_NaCl,0.047080783649676376,0.004794269557123825,7,1,pH3_8_2N
SC,0.03311185542857462,0.004009525292933512,8,1,pH3_8_2N
YPD,-0.01572075715765875,0.007873717731032938,8,1,pH3_8_2N
pH3_8,0.04474106829255075,0.00563603101107555,8,1,pH3_8_2N
X21C,0.005548682850031062,0.005507867583808225,8,1,pH3_8_2N
X37C,-0.017000225377659876,0.006314582846787275,8,1,pH3_8_2N
pH7_3,-0.09484305056127475,0.018656953436658,8,1,pH3_8_2N
GlyEtOH,0.031197794196424874,0.0066759720966386125,8,1,pH3_8_2N
X02M_NaCl,0.020155169212344375,0.005880093966617687,8,1,pH3_8_2N
SC,-0.03161034219012562,0.008514621057001712,1,4,pH7_3_2N
YPD,-0.0396496629734935,0.011395564964523415,1,4,pH7_3_2N
pH3_8,-0.028844378242887003,0.010045866189518063,1,4,pH7_3_2N
X21C,-0.064023118918326,0.013057667249097002,1,4,pH7_3_2N
X37C,-0.013520736222446506,0.008478465920217915,1,4,pH7_3_2N
pH7_3,-0.003752186679980162,0.008354999152905176,1,4,pH7_3_2N
GlyEtOH,0.005811650780833825,0.010401965445048525,1,4,pH7_3_2N
X02M_NaCl,-0.03633326004592075,0.0109836392352857,1,4,pH7_3_2N
SC,-0.09883270340928875,0.015567182137497625,2,1,pH7_3_2N
YPD,-0.08737863584605338,0.025556545951619623,2,1,pH7_3_2N
pH3_8,-0.0832166091364335,0.025971716803355,2,1,pH7_3_2N
X21C,-0.1796983540712425,0.03640030074574613,2,1,pH7_3_2N
X37C,-0.036940282562587,0.012350227184462775,2,1,pH7_3_2N
pH7_3,-0.00440035682390535,0.010269849479434524,2,1,pH7_3_2N
GlyEtOH,0.04817689381351738,0.036755601493954626,2,1,pH7_3_2N
X02M_NaCl,0,0.06583383380960738,2,1,pH7_3_2N
SC,-0.01383040188074813,0.006706080782080525,3,27,pH7_3_2N
YPD,-7.987446975014314e-4,0.007919957980365702,3,27,pH7_3_2N
pH3_8,-0.019118364009478122,0.008234139531673262,3,27,pH7_3_2N
X21C,-0.03173729010771349,0.0089093155009854,3,27,pH7_3_2N
X37C,-0.012590792672554248,0.007147733268421237,3,27,pH7_3_2N
pH7_3,0.005321231297015287,0.0060940782155956,3,27,pH7_3_2N
GlyEtOH,-0.023341164137636622,0.014119607315692,3,27,pH7_3_2N
X02M_NaCl,0.0022433517159393124,0.00764087683669165,3,27,pH7_3_2N
SC,-0.048081908365293115,0.0105822120962072,4,9,pH7_3_2N
YPD,-0.0015969236776908347,0.008553118885509062,4,9,pH7_3_2N
pH3_8,0.0020458110477119,0.008366118724161738,4,9,pH7_3_2N
X21C,-0.052187211433386865,0.010906546976759487,4,9,pH7_3_2N
X37C,-0.08796982282786038,0.01668405311883287,4,9,pH7_3_2N
pH7_3,0.05708685898222438,0.005297713813125387,4,9,pH7_3_2N
GlyEtOH,-0.010600018284239742,0.012658718160784628,4,9,pH7_3_2N
X02M_NaCl,-0.02973550377639313,0.009101399002134275,4,9,pH7_3_2N
SC,0.004900469756596863,0.006243838411659113,5,1,pH7_3_2N
YPD,0.004300203521354163,0.007796522309425438,5,1,pH7_3_2N
pH3_8,0.006378014958563663,0.00746707700127175,5,1,pH7_3_2N
X21C,7.605417781150625e-4,0.0063623845869365874,5,1,pH7_3_2N
X37C,-6.761144623912975e-4,0.007282644296084025,5,1,pH7_3_2N
pH7_3,0.0440027534646385,0.005025295145031562,5,1,pH7_3_2N
GlyEtOH,0.02470907197321225,0.010272923298190738,5,1,pH7_3_2N
X02M_NaCl,0.007586980675785775,0.007581960457473675,5,1,pH7_3_2N
SC,-0.02962836628107725,0.007600373458172788,6,1,pH7_3_2N
YPD,-0.013998732306596,0.00870414394616605,6,1,pH7_3_2N
pH3_8,0.00716143874079005,0.007354043076521512,6,1,pH7_3_2N
X21C,-0.01796102448334025,0.006380440033022925,6,1,pH7_3_2N
X37C,-0.0280908553839755,0.010078917292958463,6,1,pH7_3_2N
pH7_3,0.03696154148456875,0.00531492782174785,6,1,pH7_3_2N
GlyEtOH,0.03673532764823988,0.007796553701051225,6,1,pH7_3_2N
X02M_NaCl,-0.011710322194221388,0.006829771392915213,6,1,pH7_3_2N
SC,0.059441866735727995,0.031164207138671,1,4,SC_2N
YPD,-0.008760514434041466,0.03491659627384226,1,4,SC_2N
pH3_8,0.02051153698113925,0.03589412528775188,1,4,SC_2N
X21C,0.04308086902473013,0.026745538099177374,1,4,SC_2N
X37C,0.03420881007478187,0.02612093914720375,1,4,SC_2N
pH7_3,0.028530077837057244,0.028419923064168996,1,4,SC_2N
GlyEtOH,0.03282538171758901,0.04544021918330476,1,4,SC_2N
X02M_NaCl,0.03513223687815512,0.03419766196763999,1,4,SC_2N
SC,-0.038641617553728996,0.019664378989284626,2,4,SC_2N
YPD,-0.03303048657766224,0.026380162261483122,2,4,SC_2N
pH3_8,-0.030723534017242243,0.02092167584675,2,4,SC_2N
X21C,-0.04638423735955862,0.010716114693964135,2,4,SC_2N
X37C,-0.04385844343147736,0.025845433564691375,2,4,SC_2N
pH7_3,-0.034216441069276265,0.02588442388793325,2,4,SC_2N
GlyEtOH,-0.07811121307173223,0.032435310143084865,2,4,SC_2N
X02M_NaCl,-0.03389560234889362,0.013911911338220999,2,4,SC_2N
SC,-0.013527774538388873,0.007492557809234211,1,20,YPD_2N
YPD,0.002888127368131351,0.007183005056931526,1,20,YPD_2N
pH3_8,-0.022437368125062248,0.008463453235699078,1,20,YPD_2N
X21C,0.0028987731928578116,0.006300600031544337,1,20,YPD_2N
X37C,0.0010296695753476536,0.0084309989454838,1,20,YPD_2N
pH7_3,-0.037657103700821384,0.013388099331301,1,20,YPD_2N
GlyEtOH,0.0010706617050217204,0.007867361143589439,1,20,YPD_2N
X02M_NaCl,0.007192594159574026,0.006237283801191662,1,20,YPD_2N
SC,0.01254421485360925,0.004685295269611862,2,1,YPD_2N
YPD,0.0092359320898719,0.006357067325729425,2,1,YPD_2N
pH3_8,0.01374760658918775,0.006335276504663275,2,1,YPD_2N
X21C,0.013332058965876374,0.004457219727507213,2,1,YPD_2N
X37C,0.0018030363647390626,0.0062296715452297,2,1,YPD_2N
pH7_3,0.020441694672637126,0.00541324429131155,2,1,YPD_2N
GlyEtOH,0.04401136230860837,0.005801188816785313,2,1,YPD_2N
X02M_NaCl,0.012758006763739876,0.0056440629142465,2,1,YPD_2N
SC,0.010222477644889212,0.0038348204565621,3,1,YPD_2N
YPD,0.005022221728310825,0.004785168609100675,3,1,YPD_2N
pH3_8,-0.0060224282132553,0.005734818414025788,3,1,YPD_2N
X21C,0.0259304363876355,0.003804423224746575,3,1,YPD_2N
X37C,0.012174558393284424,0.004981592821799125,3,1,YPD_2N
pH7_3,-0.014211843095751875,0.005390014905439213,3,1,YPD_2N
GlyEtOH,0.014501150235305625,0.005137435928689675,3,1,YPD_2N
X02M_NaCl,0.03411488422311588,0.004661482448610275,3,1,YPD_2N
SC,0.012765799788385,0.005328872167644375,4,1,YPD_2N
YPD,0.006082744755715812,0.00639267310257545,4,1,YPD_2N
pH3_8,0.0011634938116903476,0.0071345225733812,4,1,YPD_2N
X21C,0.0039007671285315377,0.006386688253686813,4,1,YPD_2N
X37C,-0.015709828495921,0.007574206037021275,4,1,YPD_2N
pH7_3,-0.04452953938478413,0.010891611699816362,4,1,YPD_2N
GlyEtOH,0.03779152046955175,0.006149671951494038,4,1,YPD_2N
X02M_NaCl,0.011670072149748387,0.006405712734368937,4,1,YPD_2N
